var_cod,description,portal,last_update
0000388,Postos telefónicos residenciais por 100 habitantes (N.º)  por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-15
0000387,Acessos telefónicos por 100 habitantes (N.º)  por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-15
0004703,Consultas médicas (N.º) nos centros de saúde por Localização geográfica (NUTS - 2001) e Especialidade da consulta; Anual,Yes,2015-01-15
0000381,Postos telefónicos principais (N.º)  por Localização geográfica (NUTS - 2002) e Tipo de posto telefónico; Anual,Yes,2015-01-15
0002923,Centros de saúde (N.º) por Localização geográfica (NUTS - 2001) e Tipo de serviço; Anual,Yes,2015-01-15
0002910,Camas (N.º) dos centros de saúde por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-15
0004149,Valor médio das pensões da segurança social (Série 1990-2023 - €/ N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-15
0004147,Pensionistas da segurança social por 1000 habitantes em idade ativa (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-15
0004072,Pessoal ao serviço (N.º) nos centros de saúde por Localização geográfica (NUTS - 2002) e Tipo de pessoal ao serviço; Anual,Yes,2015-01-15
0004073,Consultas médicas (N.º) nos centros de saúde por Localização geográfica (NUTS - 2002) e Especialidade da consulta; Anual,Yes,2015-01-15
0000699,Camas (N.º) dos centros de saúde por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-15
0000700,Internamentos (N.º) nos centros de saúde por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-15
0000909,Centros de saúde (N.º) por Localização geográfica (NUTS - 2002) e Tipo de serviço; Anual,Yes,2015-01-15
0000701,Período de internamento (Dia) nos centros de saúde por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-15
0004719,Estabelecimentos de outra intermediação monetária por 10 000 habitantes (N.º) por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0000527,Intervenções de grande e média cirurgia por dia (Série 2002-2007 - N.º) nos estabelecimentos de saúde por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002672,Taxa quinquenal de mortalidade infantil (‰) por Local de residência (NUTS - 2001); Anual,Yes,2015-01-13
0002901,Farmácias e postos farmacêuticos móveis por 1000 habitantes (N.º) por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0000043,Prémios brutos emitidos pelos estabelecimentos de empresas de seguros por habitante (€/ hab.) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000258,Nados-vivos fora do casamento com coabitação dos pais (%) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000009,Densidade populacional (N.º/ km²) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000223,Crédito concedido (€) por estabelecimentos de outra intermediação monetária por Localização geográfica (NUTS - 2002) e Tipo de crédito; Anual,Yes,2015-01-13
0000044,Internamentos nos estabelecimentos de saúde por 1000 habitantes (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000045,Consultas médicas nos estabelecimentos de saúde por habitante (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000229,Custos com o pessoal (€) nos estabelecimentos de caixas de crédito agrícola mútuo por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000069,Taxa de ocupação das camas (%) nos estabelecimentos de saúde por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000259,Relação de masculinidade da população com 65 e mais anos de idade (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000221,Crédito à habitação por habitante (€) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000142,Prémios brutos emitidos (€) pelos estabelecimentos de empresas de seguros por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0001973,Juros e custos equiparados (€) estabelecimentos de outra intermediação monetária por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002900,Hospitais (N.º) por Localização geográfica (NUTS - 2001) e Natureza institucional; Anual,Yes,2015-01-13
0000358,Hospitais (N.º) por Localização geográfica (NUTS - 2002) e Natureza institucional; Anual,Yes,2015-01-13
0000070,Camas (N.º) dos hospitais por Localização geográfica (NUTS - 2002) e Modalidade; Anual,Yes,2015-01-13
0000227,Pessoal ao serviço (N.º) nos estabelecimentos de caixas de crédito agrícola mútuo por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002666,Taxa de mortalidade por doenças do aparelho circulatório (‰) por Local de residência (NUTS - 2001); Anual,Yes,2015-01-13
0003211,Índice de dependência de jovens (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0002665,Taxa de mortalidade por tumores malignos (‰) por Local de residência (NUTS - 2001); Anual,Yes,2015-01-13
0000601,Nados-vivos fora do casamento (%) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0001686,Taxa de abstenção nas eleições para as Câmaras Municipais (%) por Local de residência (NUTS - 2002); Não periódica,Yes,2015-01-13
0001684,Taxa de abstenção nas eleições para a Assembleia da República (%) por Local de residência (NUTS - 2002); Não periódica,Yes,2015-01-13
0001685,Taxa de abstenção nas eleições para a Presidência da República (%) por Local de residência (NUTS - 2002); Não periódica,Yes,2015-01-13
0000600,Taxa de fecundidade geral (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0001101,"Museus, jardins zoológicos, botânicos e aquários (N.º) por Localização geográfica (NUTS - 2002); Anual",Yes,2015-01-13
0002501,Despesas em ambiente dos municípios por 1000 habitantes (€/ hab.) por Localização geográfica (NUTS - 2002) e Domínios de ambiente; Anual,Yes,2015-01-13
0000599,Taxa bruta de divórcio (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000989,Taxa de mortalidade por tumores malignos (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0002502,Receitas em ambiente dos municípios por habitante (€/ hab.) por Localização geográfica (NUTS - 2002) e Domínios de ambiente; Anual,Yes,2015-01-13
0000598,Taxa bruta de nupcialidade (‰) por Local de registo (NUTS - 2002); Anual,Yes,2015-01-13
0002503,Despesas em ambiente dos municípios por habitante (€/ hab.) por Localização geográfica (NUTS - 2002) e Domínios de ambiente; Anual,Yes,2015-01-13
0004305,"Duração da licença de maternidade, da segurança social (Série 2004-2009 - Dia) por Local de residência (NUTS - 2002); Anual",Yes,2015-01-13
0004303,"Duração da licença de paternidade, da segurança social (Série 2004-2009 - Dia) por Local de residência (NUTS - 2002); Anual",Yes,2015-01-13
0004296,Pensões da segurança social (Série 1990-2023 - €) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0004294,Pensionistas da segurança social (Série 1990-2023 - N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0003373,Crimes registados (N.º) pelas autoridades policiais por Localização geográfica (NUTS - 2001) e Categoria de crime; Anual,Yes,2015-01-13
0000610,Taxa de crescimento migratório (%) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0001974,Juros e proveitos equiparados (€) dos estabelecimentos de outra intermediação monetária por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000604,Índice de dependência de idosos (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0002098,Consumo de gás natural por 1000 habitantes (Nm³) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0006059,Resíduos urbanos recolhidos seletivamente (t) por Localização geográfica (NUTS - 2002) e Tipo de resíduo recolhido seletivamente; Anual,Yes,2015-01-13
0001863,Organizações não governamentais de ambiente (N.º) por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0002009,Vendas de combustíveis líquidos e gasosos (t) das empresas por Localização geográfica (NUTS - 2002) e Tipo de combustível; Anual,Yes,2015-01-13
0000691,Organizações não governamentais de ambiente (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000507,Período de internamento (Dias) nos hospitais por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000608,Índice de potencialidade feminina (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000505,Salas de operação (N.º) dos hospitais por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000506,Internamentos (N.º) nos hospitais por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0001850,Proporção de resíduos urbanos recolhidos seletivamente (%) por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0001287,População residente em lugares censitários (N.º) por Local de residência (NUTS - 2002) e Escalão de dimensão populacional; Decenal,Yes,2015-01-13
0001430,Lugares censitários (N.º)  por Localização geográfica (NUTS - 2002) e Escalão de dimensão populacional; Decenal,Yes,2015-01-13
0000849,Taxa de criminalidade (‰) por Localização geográfica (NUTS - 2002) e Categoria de crime; Anual,Yes,2015-01-13
0001979,Taxa de criminalidade (‰) por Localização geográfica (NUTS - 2001) e Categoria de crime; Anual,Yes,2015-01-13
0000845,Duração média dos processos findos (Meses) nos tribunais judiciais de 1ª instância por Localização geográfica (NUTS - 2002) e Tipo de processo; Anual,Yes,2015-01-13
0001980,Duração média dos processos findos (Meses) nos tribunais judiciais de 1ª instância por Localização geográfica (NUTS - 2001) e Tipo de processo; Anual,Yes,2015-01-13
0001981,Evolução anual dos processos (%) nos tribunais judiciais de 1ª instância por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0001854,"População média anual residente (N.º) por Local de residência (NUTS - 2002), Sexo e Grupo etário (Por ciclos de vida); Anual",Yes,2015-01-13
0001092,"Visitantes de museus, jardins zoológicos, botânicos e aquários por habitante (N.º) por Localização geográfica (NUTS - 2002); Anual",Yes,2015-01-13
0000695,Bombeiros (Série 1998-2006 - N.º) por Localização geográfica (NUTS - 2002) e Tipo de pessoal ao serviço; Anual,Yes,2015-01-13
0000698,Pessoal ao serviço (N.º) nos hospitais por Localização geográfica (NUTS - 2002) e Tipo de pessoal ao serviço; Anual,Yes,2015-01-13
0000609,Índice de renovação da população em idade ativa (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000222,Depósitos de clientes (€) nos estabelecimentos de outra intermediação monetária por Localização geográfica (NUTS - 2002) e Tipo de cliente; Anual,Yes,2015-01-13
0002097,Consumo de gás natural (Nm³) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0001975,Juros de depósitos de clientes (€) estabelecimentos de outra intermediação monetária por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000597,Taxa bruta de mortalidade (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000225,Estabelecimentos de caixas de crédito agrícola mútuo (N.º)  por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000141,Custos com o pessoal (€) nos estabelecimentos de empresas de seguros por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002094,Consumo de combustível automóvel por habitante (tep/ hab.) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000140,Pessoal ao serviço (N.º) nos estabelecimentos de empresas de seguros por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000694,Corpos de bombeiros (Série 1998-2006 - N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000139,Estabelecimentos de empresas de seguros (N.º)  por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000228,Custos com o pessoal (€) nos estabelecimentos de bancos e caixas económicas por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000226,Pessoal ao serviço (N.º) nos estabelecimentos de bancos e caixas económicas por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0004720,Estabelecimentos de bancos e caixas económicas (N.º) por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0004721,Estabelecimentos de caixas de crédito agrícola mútuo (N.º)  por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0000224,Estabelecimentos de bancos e caixas económicas (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000889,Médicas/os não especialistas (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0001102,"Visitantes (N.º) de museus, jardins zoológicos, botânicos e aquários por Localização geográfica (NUTS - 2002); Anual",Yes,2015-01-13
0001687,Taxa de abstenção nas eleições para o Parlamento Europeu (%) por Local de residência (NUTS - 2002); Não periódica,Yes,2015-01-13
0000605,Índice de longevidade (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000848,Crimes registados (N.º) pelas autoridades policiais por Localização geográfica (NUTS - 2002) e Categoria de crime; Anual,Yes,2015-01-13
0000390,Estada média (Série 2002-2008 - N.º) nos estabelecimentos hoteleiros por Localização geográfica (NUTS - 2002) e Tipo (estabelecimento hoteleiro); Anual,Yes,2015-01-13
0002896,Consultas médicas nos estabelecimentos de saúde por habitante (N.º) por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0000353,Vilas (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000392,Estabelecimentos hoteleiros (Série 2002-2008 - N.º) por Localização geográfica (NUTS - 2002) e Tipo (estabelecimento hoteleiro); Anual,Yes,2015-01-13
0000393,Capacidade de alojamento (Série 2002-2008 - N.º) nos estabelecimentos hoteleiros por Localização geográfica (NUTS - 2002) e Tipo (estabelecimento hoteleiro); Anual,Yes,2015-01-13
0001842,Dormidas (Série 2002-2008 - N.º) nos estabelecimentos hoteleiros por Localização geográfica (NUTS - 2002) e Tipo (estabelecimento hoteleiro); Anual,Yes,2015-01-13
0001843,Hóspedes (Série 2002-2008 - N.º) nos estabelecimentos hoteleiros por Localização geográfica (NUTS - 2002) e Tipo (estabelecimento hoteleiro); Anual,Yes,2015-01-13
0002897,Taxa de ocupação das camas (%) nos estabelecimentos de saúde por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0002728,Bombeiros (Série 2007-2010 - N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002907,Intervenções de grande e média cirurgia por dia (Série 1999-2007 - N.º) nos estabelecimentos de saúde por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0000560,Habitantes por postos de correio (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000559,Habitantes por estações de correio (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000480,Resíduos urbanos recolhidos por habitante (kg/ hab.) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000594,Taxa de crescimento efetivo (%) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0001103,Galerias de arte e outros espaços de exposições temporárias (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000596,Taxa bruta de natalidade (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0002504,Receitas em ambiente (€) dos municípios por Localização geográfica (NUTS - 2002) e Domínios de ambiente; Anual,Yes,2015-01-13
0002496,Receitas em ambiente (€) dos municípios por Localização geográfica (NUTS - 2002) e Classificador económico (Receitas); Anual,Yes,2015-01-13
0000391,Taxa líquida de ocupação cama (Série 2006-2008 - %) nos estabelecimentos hoteleiros por Localização geográfica (NUTS - 2002) e Tipo (estabelecimento hoteleiro); Anual,Yes,2015-01-13
0002138,Veículos novos vendidos por 1000 habitantes (N.º) por Local de residência (NUTS - 2002) e Tipo de veículo; Anual,Yes,2015-01-13
0001972,Taxa de crédito à habitação (%) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002909,Pessoal ao serviço (N.º) nos hospitais por Localização geográfica (NUTS - 2001) e Tipo de pessoal ao serviço; Anual,Yes,2015-01-13
0000731,Taxa quinquenal de mortalidade infantil (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000369,Farmácias e postos farmacêuticos móveis por 1000 habitantes (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000908,Médicas/os por 1000 habitantes (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0002898,Camas (N.º) dos hospitais por Localização geográfica (NUTS - 2001) e Modalidade; Anual,Yes,2015-01-13
0002903,Salas de operação (N.º) dos hospitais por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0002904,Internamentos (N.º) nos hospitais por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0003708,Exposições realizadas (N.º) nas galerias de arte e outros espaços de exposições temporárias por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002905,Período de internamento (Dias) nos hospitais por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0002906,Consultas médicas nas consultas externas (N.º) dos hospitais por Localização geográfica (NUTS - 2001) e Especialidade da consulta; Anual,Yes,2015-01-13
0001971,Taxa de depósitos de emigrantes (%) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000938,Consultas médicas (Série 1993-2007 - N.º) nos centros de saúde por Localização geográfica (NUTS - 2002) e Especialidade da consulta; Anual,Yes,2015-01-13
0000890,Médicas/os (N.º) por Local de residência (NUTS - 2002) e Sexo; Anual,Yes,2015-01-13
0002924,Extensões (Série 1993-2011 - N.º) dos centros de saúde por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0000220,Estabelecimentos de outra intermediação monetária por 10 000 habitantes (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000910,Extensões (Série 1993-2011 - N.º) dos centros de saúde por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0002925,Consultas médicas (Série 1993-2007 - N.º) nos centros de saúde por Localização geográfica (NUTS - 2001) e Especialidade da consulta; Anual,Yes,2015-01-13
0002902,Farmácias e postos farmacêuticos móveis (N.º) por Localização geográfica (NUTS - 2001) e Tipo de unidade local de farmácia; Anual,Yes,2015-01-13
0002895,Internamentos nos estabelecimentos de saúde por 1000 habitantes (N.º) por Localização geográfica (NUTS - 2001); Anual,Yes,2015-01-13
0000482,"Resíduos urbanos recolhidos (t) por Localização geográfica (NUTS - 2002), Tipo de recolha e Tipo de destino (resíduos); Anual",Yes,2015-01-13
0000595,Taxa de crescimento natural (%) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0002499,"Despesas em ambiente (€) dos municípios por Localização geográfica (NUTS - 2002), Classificador económico (Despesas) e Domínios de ambiente; Anual",Yes,2015-01-13
0001341,Superfície de vinha de uva para vinho (ha) das explorações vitícolas por Localização geográfica (NUTS - 2002) e Tipo de alteração de património; Anual,Yes,2015-01-13
0002500,Receitas em ambiente dos municípios por 1000 habitantes (€/ hab.) por Localização geográfica (NUTS - 2002) e Domínios de ambiente; Anual,Yes,2015-01-13
0000988,Taxa de mortalidade por doenças do aparelho circulatório (‰) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000704,Produção de azeitona (t)  por Local de proveniência da azeitona (NUTS - 2002); Anual,Yes,2015-01-13
0000098,Idade média da mulher ao primeiro casamento (Ano) por Local de registo (NUTS - 2002); Anual,Yes,2015-01-13
0004151,"Relação entre a duração das licenças de paternidade e de maternidade, da segurança social (Série 2004-2009 - %) por Local de residência (NUTS - 2002); Anual",Yes,2015-01-13
0000099,Idade média do homem ao primeiro casamento (Ano) por Local de registo (NUTS - 2002); Anual,Yes,2015-01-13
0001288,População estrangeira que solicitou estatuto de residente por 100 habitantes (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0001129,Despesas em cultura e desporto (€) dos municípios por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000611,"População residente (N.º) por Local de residência (NUTS - 2002), Sexo e Grupo etário (Por ciclos de vida); Anual",Yes,2015-01-13
0000702,"Lagares de azeite (N.º) por Localização geográfica (NUTS - 2002), Tipo de lagar de azeite e Sistema de extração utilizado; Anual",Yes,2015-01-13
0001856,Índice de dependência total (N.º) por Local de residência (NUTS - 2002); Anual,Yes,2015-01-13
0000370,Farmácias e postos farmacêuticos móveis (N.º) por Localização geográfica (NUTS - 2002) e Tipo de unidade local de farmácia; Anual,Yes,2015-01-13
0001339,Superfície de vinha para uva de mesa (ha) das explorações vitícolas por Localização geográfica (NUTS - 2002) e Tipo de alteração de património; Anual,Yes,2015-01-13
0000483,Resíduos urbanos recolhidos seletivamente por habitante (kg/ hab.) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0000481,Proporção de resíduos urbanos recolhidos seletivamente (%) por Localização geográfica (NUTS - 2002); Anual,Yes,2015-01-13
0003182,"População residente (N.º) por Local de residência (NUTS - 2002), Sexo e Grupo etário; Anual",Yes,2015-01-13
0004155,"Beneficiárias/os do rendimento social de inserção, da segurança social por 1000 habitantes em idade ativa (‰) por Local de residência (NUTS - 2002); Anual",Yes,2015-01-13
0001289,"População estrangeira que solicitou estatuto de residente (N.º) por Local de residência (NUTS - 2002), Nacionalidade e Sexo; Anual",Yes,2015-01-13
0000160,Empresas que realizaram atividades de proteção ambiental (Série 2004-2007 - %) por Localização geográfica (NUTS - 2002) e Setor de atividade económica (CAE Rev. 2.1); Anual,Yes,2014-12-12
0000347,Cidades (N.º) por Localização geográfica (NUTS - 2002); Anual,Yes,2014-12-10
0005744,Explorações agrícolas com tratores (N.º) por Localização geográfica (NUTS - 2001) e Escalão de potência dos tratores; Decenal,Yes,2014-11-18
0003044,Proporção das explorações agrícolas que utilizam tratores não pertencentes à exploração (%) por Localização geográfica (Região agrária); Não periódica,Yes,2014-11-18
0004410,Tratores (N.º) das explorações agrícolas por Localização geográfica (NUTS - 2001) e Classes de superfície agrícola utilizada; Decenal,Yes,2014-11-18
0003041,Tratores por exploração agrícola (N.º) por Localização geográfica (Região agrária); Não periódica,Yes,2014-11-18
0005741,Tratores (N.º) das explorações agrícolas por Localização geográfica (NUTS - 2001) e Escalão de potência dos tratores; Decenal,Yes,2014-11-18
0003032,Tratores (N.º) das explorações agrícolas por Localização geográfica (Região agrária) e Classes de superfície agrícola utilizada; Não periódica,Yes,2014-11-18
0004422,Proporção das explorações agrícolas que utilizam tratores não pertencentes à exploração (%) por Localização geográfica (NUTS - 2001); Decenal,Yes,2014-11-18
0004419,Explorações agrícolas que utilizam tratores não pertencentes à exploração (N.º) por Localização geográfica (NUTS - 2001); Decenal,Yes,2014-11-18
0004425,Tratores por exploração agrícola (N.º) por Localização geográfica (NUTS - 2001); Decenal,Yes,2014-11-18
0001081,Contratos de mútuo com hipoteca voluntária (€) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Anual,Yes,2014-10-28
0001077,Valor médio dos prédios transacionados (€/ N.º) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Anual,Yes,2014-10-28
0001080,Contratos de mútuo com hipoteca voluntária (N.º) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Anual,Yes,2014-10-28
0001078,Valor médio dos prédios hipotecados (€/ N.º) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Anual,Yes,2014-10-28
0007288,Contratos de compra e venda (N.º) de prédios por Localização geográfica (NUTS - 2002) e Tipo de prédio; Mensal,Yes,2014-10-28
0001083,Quitação de dívidas garantidas por hipotecas voluntárias e prédios desonerados (€) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Anual,Yes,2014-10-28
0001075,Contratos de compra e venda (N.º) de prédios por Localização geográfica (NUTS - 2002) e Tipo de prédio; Anual,Yes,2014-10-28
0006103,Contratos de mútuo com hipoteca voluntária (N.º) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Mensal,Yes,2014-10-28
0001082,Quitação de dívidas garantidas por hipotecas voluntárias e prédios desonerados (N.º) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Anual,Yes,2014-10-28
0006104,Contratos de mútuo com hipoteca voluntária (€) por Localização geográfica (NUTS - 2002) e Tipo de prédio; Mensal,Yes,2014-10-28
0001459,Crédito hipotecário concedido por contratos de mútuo com hipoteca voluntária (€) por Localização geográfica (NUTS - 2002) e Tipo de interveniente; Anual,Yes,2014-10-28
0001079,Crédito hipotecário concedido a pessoas singulares por habitante (€/ hab.) por Localização geográfica (NUTS - 2002); Anual,Yes,2014-10-28
0004156,"Beneficiárias/os do rendimento social de inserção, da segurança social por 1000 habitantes em idade ativa (‰) por Local de residência (NUTS - 2001); Anual",Yes,2014-10-07
0004148,Pensionistas da segurança social por 1000 habitantes em idade ativa (‰) por Local de residência (NUTS - 2001); Anual,Yes,2014-10-07
0004300,"Beneficiárias/os do rendimento social de inserção, da segurança social (N.º) por Local de residência (NUTS - 2001); Anual",Yes,2014-10-07
0000636,Rendimento médio mensal líquido (Série 1998 - €) da população empregada por conta de outrem por Local de residência (NUTS - 2002) e Setor de atividade económica (CAE Rev. 2.1); Anual,Yes,2014-09-25
0000643,"Duração semanal efetiva de trabalho (Série 1998 - h) da população empregada por Local de residência (NUTS - 2002), Sexo e Situação na profissão; Anual",Yes,2014-09-25
0000637,Rendimento médio mensal líquido (Série 1998 - €) da população empregada por conta de outrem por Local de residência (NUTS - 2002) e Profissão; Anual,Yes,2014-09-25
0000640,"Duração semanal efetiva de trabalho (Série 1998 - h) da população empregada por Local de residência (NUTS - 2002), Sexo e Setor de atividade económica (CAE Rev. 2.1); Anual",Yes,2014-09-25
0000641,"Duração semanal efetiva de trabalho (Série 1998 - h) da população empregada por Local de residência (NUTS - 2002), Sexo e Regime de duração de trabalho; Anual",Yes,2014-09-25
0002363,"Duração semanal efetiva de trabalho (Série 1998 - h) da população empregada por Local de residência (NUTS - 2002), Sexo e Setor de atividade económica (CAE Rev. 3); Anual",Yes,2014-09-25
0002361,Rendimento médio mensal líquido (Série 1998 - €) da população empregada por conta de outrem por Local de residência (NUTS - 2002) e Setor de atividade económica (CAE Rev. 3); Anual,Yes,2014-09-25
0004306,"Duração da licença de maternidade, da segurança social (Série 2004-2009 - Dia) por Local de residência (NUTS - 2001); Anual",Yes,2014-09-22
0004152,"Relação entre a duração das licenças de paternidade e de maternidade, da segurança social (Série 2004-2009 - %) por Local de residência (NUTS - 2001); Anual",Yes,2014-09-22
0004304,"Duração da licença de paternidade, da segurança social (Série 2004-2009 - Dia) por Local de residência (NUTS - 2001); Anual",Yes,2014-09-22
0000629,"População inativa (Série 1998 - N.º) por Local de residência (NUTS - 2002), Sexo e Grupo etário; Anual",Yes,2014-09-15
0000573,"População inativa (Série 1998 - N.º) por Local de residência (NUTS - 2002), Sexo e Grupo etário; Trimestral",Yes,2014-09-15
0002693,Taxa quinquenal de mortalidade neonatal (‰) por Local de residência da mãe (NUTS - 2001); Anual,Yes,2014-09-08
0000732,Taxa quinquenal de mortalidade neonatal (‰) por Local de residência da mãe (NUTS - 2002); Anual,Yes,2014-09-08
0001235,Superfície (km²) das unidades territoriais por Localização geográfica (NUTS - 2002); Anual,Yes,2014-08-26
0002642,Superfície (km²) das unidades territoriais por Localização geográfica (NUTS - 2001); Anual,Yes,2014-08-26
0000352,Perímetro (km) das unidades territoriais por Localização geográfica (NUTS - 2002); Anual,Yes,2014-08-26
0000231,"População residente com 15 e mais anos de idade (Série 1998 - N.º) por Local de residência (NUTS - 2002), Sexo, Grupo etário e Nível de escolaridade mais elevado completo; Anual",Yes,2014-07-25
0000628,"Taxa de inatividade (Série 1998 - %) por Local de residência (NUTS - 2002), Sexo e Grupo etário; Anual",Yes,2014-07-25
0000236,"População empregada (Série 1998 - N.º) por Local de residência (NUTS - 2002), Sexo, Grupo etário e Nível de escolaridade mais elevado completo; Anual",Yes,2014-07-25
0000245,"População ativa (Série 1998 - N.º) por Local de residência (NUTS - 2002), Sexo, Grupo etário e Nível de escolaridade mais elevado completo; Trimestral",Yes,2014-07-25
0000235,"População ativa (Série 1998 - N.º) por Local de residência (NUTS - 2002), Sexo, Grupo etário e Nível de escolaridade mais elevado completo; Anual",Yes,2014-07-25
0000242,"População residente com 15 e mais anos de idade (Série 1998 - N.º) por Local de residência (NUTS - 2002), Sexo, Grupo etário e Nível de escolaridade mais elevado completo; Trimestral",Yes,2014-07-25
