theme,subtheme,varcd,title,last_update,geo_lastlevel,last_period_available,periodicity,update_type
Ambiente,Resíduos,0009720,Deposição de resíduos urbanos biodegradáveis (RUB) em aterro (- referência 1995 - %),14-04-2022,Portugal,S7A2020,Anual,D
Industria e energia,Energia,0009721,Consumo de energia primária na habitação (particulares) ( tep),07-05-2024,NUTS I,S7A2022,Anual,D
Comércio internacional,Comércio internacional,0009722,"Índices anuais de valor unitário das importações (Taxa de variação homóloga, valor - %)",10-10-2024,Portugal,S7A2023,Anual,D
Comércio internacional,Comércio internacional,0009723,"Índices anuais de valor unitário das exportações (Taxa de variação homóloga, valor - %)",10-10-2024,Portugal,S7A2023,Anual,D
Comércio internacional,Comércio internacional,0009724,"Índices anuais de valor unitário das importações (Taxa de variação homóloga, preço - %)",10-10-2024,Portugal,S7A2023,Anual,D
Comércio internacional,Comércio internacional,0009725,"Índices anuais de valor unitário das exportações (Taxa de variação homóloga, preço - %)",10-10-2024,Portugal,S7A2023,Anual,D
Comércio internacional,Comércio internacional,0009726,"Índices anuais de valor unitário das importações (Taxa de variação homóloga, volume - %)",10-10-2024,Portugal,S7A2023,Anual,D
Comércio internacional,Comércio internacional,0009727,"Índices anuais de valor unitário das exportações (Taxa de variação homóloga, volume - %)",10-10-2024,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0009729,Explorações agrícolas (N.º),31-03-2021,Freguesia,S7A2019,Decenal,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0009730,Superfície agrícola utilizada (ha),31-03-2021,Freguesia,S7A2019,Decenal,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0009732,Explorações agrícolas (N.º),31-03-2021,Freguesia,S7A2019,Decenal,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0009733,Dirigentes da exploração agrícola (N.º),31-03-2021,Freguesia,S7A2019,Decenal,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0009734,Produtores agrícolas singulares (N.º),31-03-2021,Freguesia,S7A2019,Decenal,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0009735,Mão-de-obra agrícola (N.º),31-03-2021,Freguesia,S7A2019,Decenal,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0009736,Volume de trabalho da mão-de-obra agrícola (UTA),31-03-2021,Freguesia,S7A2019,Decenal,D
Inovação e conhecimento,Ciência e tecnologia,0009737,Despesa em investigação e desenvolvimento (I&D - €) das instituições do sector de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009738,Despesa em investigação e desenvolvimento (I&D - €) das instituições do sector de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009739,Despesa em investigação e desenvolvimento (I&D - €) das instituições do Setor de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009740,Despesa em investigação e desenvolvimento (I&D - €) das instituições do sector de execução do Estado,15-10-2018,NUTS II,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009741,Despesa em investigação e desenvolvimento (I&D - €) das instituições do sector de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009742,Despesa em investigação e desenvolvimento (I&D - €) das instituições do Setor de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009743,Pessoal ao serviço equivalente a tempo integral (ETI) em atividades de investigação e desenvolvimento (I&D - N.º) das instituições do Setor de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009744,Pessoal ao serviço equivalente a tempo integral (ETI) em atividades de investigação e desenvolvimento (I&D - N.º) das instituições do Setor de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009745,Investigadoras/es equivalente a tempo integral (ETI) (N.º) nas instituições do sector de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009746,Investigadoras/es equivalente a tempo integral (ETI) (N.º) nas instituições do sector de execução do Estado,15-10-2018,Portugal,S7A2016,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009747,Investigadoras/es equivalente a tempo integral (ETI) (N.º) nas instituições do sector de execução do Estado,15-10-2018,NUTS II,S7A2016,Anual,D
Saúde,Cuidados preventivos,0009748,Cobertura vacinal a indivíduos que completam 6 anos de idade (2017 - %),30-10-2024,NUTS II,S7A2022,Anual,D
Saúde,Cuidados preventivos,0009749,Cobertura vacinal a indivíduos que completam 11 anos de idade (2017 - %),08-05-2020,NUTS II,S7A2019,Anual,D
Saúde,Cuidados preventivos,0009750,Cobertura vacinal a indivíduos que completam 1 ano de idade (2017 - %),30-10-2024,NUTS II,S7A2022,Anual,D
Saúde,Cuidados preventivos,0009751,Cobertura vacinal a indivíduos que completam 2 anos de idade (2017 - %),30-10-2024,NUTS II,S7A2022,Anual,D
Ambiente,Água,0009752,Massas de água subterrâneas,25-05-2022,NUTS II,S7A2021,Não periódica,D
Ambiente,Água,0009753,Estado quantitativo das massas de água subterrâneas,25-05-2022,NUTS II,S7A2021,Não periódica,D
Ambiente,Água,0009754,Estado químico das massas de água subterrâneas,25-05-2022,NUTS II,S7A2021,Não periódica,D
Conjuntura,Preços,0009755,Índice de custo de construção de habitação nova (Base - 2015),23-01-2024,Portugal,S3A202212,Mensal,D
Conjuntura,Preços,0009756,Índice de custo de construção de habitação nova (Taxa de variação mensal - Base 2015 - %),23-01-2024,Portugal,S3A202212,Mensal,D
Conjuntura,Preços,0009757,Índice de custo de construção de habitação nova (Taxa de variação homóloga - Base 2015 - %),23-01-2024,Portugal,S3A202212,Mensal,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009759,Rendimento bruto declarado por habitante (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009760,Imposto sobre o rendimento de pessoas singulares liquidado por habitante (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009761,Rendimento bruto declarado deduzido do IRS liquidado por habitante (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009763,Valor mediano do rendimento bruto declarado por agregado fiscal (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009764,Imposto sobre o rendimento de pessoas singulares liquidado por agregado fiscal (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009765,Rendimento bruto declarado deduzido do IRS liquidado por agregado fiscal (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009766,Imposto sobre o rendimento de pessoas singulares liquidado no total de rendimento bruto declarado (%),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009767,Agregados fiscais (N.º),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009768,Agregados fiscais (N.º),12-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009769,Sujeitos Passivos (N.º),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009770,Rendimento bruto declarado (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009771,Rendimento coletável (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009772,Imposto sobre o rendimento de pessoas singulares liquidado (€),25-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009773,Distribuição do rendimento bruto declarado dos agregados fiscais (€),12-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009774,Distribuição do rendimento bruto declarado deduzido de IRS liquidado dos agregados fiscais (€),12-07-2023,Município,S7A2021,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009775,Rendimento bruto declarado deduzido do IRS liquidado (€),25-07-2023,Município,S7A2021,Anual,D
Território,Geografia física,0009777,Superfície terrestre (km²) das unidades territoriais,12-06-2020,Município,S7A2018,Não periódica,D
Ambiente,Agro-ambientais,0009779,Produtividade dos territórios artificializados (Base 2016 - €),12-06-2020,NUTS III,S7A2018,Não periódica,D
Ambiente,Agro-ambientais,0009780,Superfície das transições entre classes (km²),12-06-2020,NUTS III,S7A2018,Não periódica,D
Ambiente,Agro-ambientais,0009781,Taxa de variação da superfície (%) das unidades territoriais,15-06-2020,NUTS III,10A20152018,Não periódica,D
Ambiente,Agro-ambientais,0009782,Evolução da eficiência dos territórios artificializados por habitante (%),12-06-2020,Município,S7A2018,Não periódica,D
Ambiente,Ar e clima,0009783,Desvio em relação à normal da temperatura máxima do ar (°C),16-12-2021,NUTS III,S7A2020,Anual,D
Ambiente,Ar e clima,0009784,Desvio em relação à normal da temperatura mínima do ar (°C),16-12-2021,NUTS III,S7A2020,Anual,D
Ambiente,Ar e clima,0009785,Desvio em relação à normal da temperatura média do ar (°C),16-12-2021,NUTS III,S7A2020,Anual,D
Ambiente,Ar e clima,0009786,Temperatura média do ar (°C),16-12-2021,Município,S7A2020,Anual,D
Ambiente,Ar e clima,0009788,Temperatura mínima do ar (°C),16-12-2021,Município,S7A2020,Anual,D
Ambiente,Ar e clima,0009789,Desvio em relação à normal da precipitação total (%),24-09-2021,NUTS III,S7A2020,Anual,D
Ambiente,Ar e clima,0009791,Precipitação total (mm),24-09-2021,NUTS III,S7A2020,Anual,D
Administrações públicas,Administração central,0009797,Saldo das Administrações Públicas no ano terminado no trimestre (% do PIB),23-09-2024,Portugal,S5A20242,Trimestral,D
Industria e energia,Energia,0009798,Proporção de energias renováveis no consumo final bruto de energia (%),07-05-2024,Portugal,S7A2022,Anual,D
Industria e energia,Energia,0009799,Proporção do consumo final de energias renováveis no setor dos transportes (%),07-05-2024,Portugal,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0009800,Empresas (N.º),15-12-2023,Portugal,S7A2022,Anual,D
Preços,Preços na produção,0009801,Índice de preços de produtos agrícolas no produtor (Taxa de variação mensal - Base 2010 - %),20-03-2019,Portugal,S3A201712,Mensal,D
Preços,Preços na produção,0009802,Índice de preços de produtos agrícolas no produtor (Base - 2010),20-03-2019,Portugal,S3A201712,Mensal,D
Preços,Preços na produção,0009803,Índice de preços de produtos agrícolas no produtor (Taxa de variação homóloga - Base 2010 - %),20-03-2019,Portugal,S3A201712,Mensal,D
Preços,Preços na produção,0009804,Índice de preços dos meios de produção na agricultura (Base - 2010),20-03-2019,Portugal,S3A201712,Mensal,D
Preços,Preços na produção,0009805,Índice de preços dos meios de produção na agricultura (Taxa de variação homóloga - Base 2010 - %),20-03-2019,Portugal,S3A201712,Mensal,D
Preços,Preços na produção,0009806,Índice de preços dos meios de produção na agricultura (Taxa de variação mensal - Base 2010 - %),20-03-2019,Portugal,S3A201712,Mensal,D
Industria e energia,Energia,0009807,Intensidade energética da economia em energia final (tep/ €),15-03-2024,NUTS III,S7A2022,Anual,D
Turismo,Oferta turística,0009808,Dormidas (N.º) nos estabelecimentos de alojamento turístico,29-11-2024,NUTS II,S3A202410,Mensal,A
Transportes e comunicações,Transportes aéreos,0009809,Transporte de passageiros (pkm) pelas empresas nacionais de transporte aéreo,15-04-2024,Portugal,S7A2022,Anual,D
Transportes e comunicações,Transportes aéreos,0009810,Transporte de carga (tkm) pelas empresas nacionais de transporte aéreo,15-04-2024,Portugal,S7A2022,Anual,D
Transportes e comunicações,Transportes aéreos,0009811,Transporte de correio (tkm) pelas empresas nacionais de transporte aéreo,15-04-2024,Portugal,S7A2022,Anual,D
Turismo,Oferta turística,0009812,Hóspedes (N.º) nos estabelecimentos de alojamento turístico,29-11-2024,NUTS II,S3A202410,Mensal,A
Turismo,Oferta turística,0009813,Proveitos totais (€) nos estabelecimentos de alojamento turístico,14-11-2024,NUTS II,S3A202409,Mensal,D
Turismo,Oferta turística,0009814,Proveitos de aposento (€) nos estabelecimentos de alojamento turístico,14-11-2024,NUTS II,S3A202409,Mensal,D
Preços,Preços na produção,0009815,Índice de preços dos meios de produção na agricultura (Base - 2010),21-03-2019,Portugal,S7A2017,Anual,D
Preços,Preços na produção,0009816,Índice de preços de produtos agrícolas no produtor (Base - 2010),21-03-2019,Portugal,S7A2017,Anual,D
Território,Ordenamento do território,0009817,Valor mediano das rendas por m2 de novos contratos de arrendamento de alojamentos familiares nos últimos 12 meses (€),28-03-2024,Freguesia,S6A20232,Semestral,D
Território,Ordenamento do território,0009818,Novos contratos de arrendamento de alojamentos familiares nos últimos 12 meses,28-03-2024,Freguesia,S6A20232,Semestral,D
Empresas,Contas integradas das empresas,0009819,Empresas (N.º),15-12-2023,Município,S7A2022,Anual,D
Empresas,Contas integradas das empresas,0009820,Indicador de concentração do pessoal ao serviço das quatro maiores empresas (%),15-12-2023,Município,S7A2022,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009821,Taxa de risco de pobreza (Após transferências sociais - %),24-06-2024,NUTS II,S7A2022,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009822,Desigualdade na distribuição de rendimentos S80/S20 (N.º),27-06-2024,NUTS II,S7A2022,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009823,Proporção da população residente em risco de pobreza ou exclusão social (Europa 2020) (%),07-05-2021,NUTS II,S7A2020,Anual,D
Condições de vida e cidadania,Privação,0009824,Taxa de privação material (%),07-05-2021,NUTS II,S7A2020,Anual,D
Mercado de trabalho,Custo do trabalho,0009831,"Índice de custo do trabalho (ajustado de dias úteis, Base - 2016)",10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009832,Índice de custo do trabalho (Base - 2016),10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009833,Índice de custo do trabalho (Taxa de variação média anual - ajustado de dias úteis - Base 2016 - %),10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009834,Índice de custo do trabalho (Taxa de variação média anual - Base 2016 - %),10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009835,"Índice de custo do trabalho (ajustado de dias úteis, Base - 2016)",10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009836,Índice de custo do trabalho (Base - 2016),10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009837,Índice de custo do trabalho (Taxa de variação média anual - ajustado de dias úteis - Base 2016 - %),10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009838,Índice de custo do trabalho (Taxa de variação média anual - Base 2016 - %),10-02-2023,Portugal,S7A2022,Anual,D
Mercado de trabalho,Custo do trabalho,0009839,"Índice de custo do trabalho (ajustado de dias úteis, Base - 2016)",10-02-2023,Portugal,S5A20224,Trimestral,D
Mercado de trabalho,Custo do trabalho,0009840,Índice de custo do trabalho (Base - 2016),10-02-2023,Portugal,S5A20224,Trimestral,D
Mercado de trabalho,Custo do trabalho,0009841,Índice de custo do trabalho (Taxa de variação homóloga - ajustado de dias úteis - Base 2016 - %),10-02-2023,Portugal,S5A20224,Trimestral,D
Mercado de trabalho,Custo do trabalho,0009842,Índice de custo do trabalho (Taxa de variação homóloga - Base 2016 - %),10-02-2023,Portugal,S5A20224,Trimestral,D
Mercado de trabalho,Custo do trabalho,0009843,"Índice de custo do trabalho (ajustado de dias úteis, Base - 2016)",10-02-2023,Portugal,S5A20224,Trimestral,D
Mercado de trabalho,Custo do trabalho,0009844,Índice de custo do trabalho (Base - 2016),10-02-2023,Portugal,S5A20224,Trimestral,D
Mercado de trabalho,Custo do trabalho,0009845,Índice de custo do trabalho (Taxa de variação homóloga - ajustado de dias úteis - Base 2016 - %),10-02-2023,Portugal,S5A20224,Trimestral,D
Mercado de trabalho,Custo do trabalho,0009846,Índice de custo do trabalho (Taxa de variação homóloga - Base 2016 - %),10-02-2023,Portugal,S5A20224,Trimestral,D
Transportes e comunicações,Comunicações,0009847,Acessos à Internet de banda larga em local fixo por 100 habitantes (N.º),28-08-2024,Município,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0009848,Transporte de passageiros (pkm) pelas empresas de transporte rodoviário de passageiros,24-10-2024,NUTS I,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0009849,Transporte de passageiros (pkm) pelas empresas exploradoras de sistema ferroviário pesado,17-09-2024,Portugal,S7A2023,Anual,D
Ambiente,Agro-ambientais,0009850,Superfície (km²) das águas abertas,12-06-2020,NUTS III,S7A2018,Não periódica,D
Ambiente,Agro-ambientais,0009851,Taxa de variação da superfície (%) das águas abertas,12-06-2020,NUTS III,10A20152018,Não periódica,D
Saúde,Mortalidade por causas de morte,0009852,Taxa de mortalidade devido a fontes de água insalubre ou a condições de saneamento e higiene deficientes ou inexistentes por 100 000 habitantes (N.º),13-09-2024,Portugal,S7A2022,Anual,D
Inovação e conhecimento,Ciência e tecnologia,0009853,Investigadoras/es equivalente a tempo integral (ETI) por 1000 habitantes (N.º) nas instituições e empresas com investigação e desenvolvimento,26-06-2024,Município,S7A2022,Anual,D
Inovação e conhecimento,Sociedade da informação,0009854,Índice de paridade de sexo nos indivíduos com idade entre 16 e 74 anos que efetuaram atividades relacionadas com computador (N.º),04-05-2022,Portugal,S7A2019,Anual,D
Inovação e conhecimento,Sociedade da informação,0009855,Índice de paridade de grau de urbanização nos indivíduos com idade entre 16 e 74 anos que efetuaram atividades relacionadas com computador (N.º),04-05-2022,Portugal,S7A2019,Anual,D
Inovação e conhecimento,Sociedade da informação,0009856,Índice de paridade de quintis de rendimento nos indivíduos com idade entre 16 e 74 anos que efetuaram atividades relacionadas com computador (N.º),04-05-2022,Portugal,S7A2019,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009857,Média do rendimento monetário líquido equivalente (€),27-06-2024,Portugal,S7A2022,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009858,Taxa de crescimento média quinquenal da média do rendimento monetário líquido equivalente em termos reais (%),28-06-2024,Portugal,S11A20182022,Anual,D
"Educação, formação e aprendizagem",Formação,0009859,Índice de paridade de sexo nos indivíduos com idade entre 18 e 64 anos que participaram em atividades de aprendizagem ao longo da vida (N.º),21-06-2024,Portugal,S7A2022,Sexenal,D
"Educação, formação e aprendizagem",Formação,0009860,Índice de paridade de grau de urbanização nos indivíduos com idade entre 18 e 64 anos que participaram em atividades de aprendizagem ao longo da vida (N.º),21-06-2024,Portugal,S7A2022,Sexenal,D
"Educação, formação e aprendizagem",Formação,0009861,Índice de paridade de quintis de rendimento nos indivíduos com idade entre 18 e 64 anos que participaram em atividades de aprendizagem ao longo da vida (N.º),21-06-2024,Portugal,S7A2022,Sexenal,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009862,Proporção da população residente em risco de pobreza ou exclusão social (Europa 2020) (%),07-05-2021,Portugal,S7A2020,Anual,D
Mercado de trabalho,Desemprego,0009863,Proporção da população desempregada à procura de novo emprego que recebe subsídio de desemprego (Série 2011 - %),24-11-2023,Portugal,S7A2020,Anual,D
Mercado de trabalho,Custo do trabalho,0009864,Ganho médio horário (€),28-04-2021,Portugal,S7A2018,Quadrienal,D
Preços,Preços no consumidor,0009865,Índice de preços de produtos agrícolas no produtor (Base - 2015),30-05-2024,Portugal,S3A202403,Mensal,D
Preços,Preços no consumidor,0009866,Índice de preços de produtos agrícolas no produtor (Taxa de variação homóloga - Base 2015 - %),30-05-2024,Portugal,S3A202403,Mensal,D
Preços,Preços no consumidor,0009867,Índice de preços de produtos agrícolas no produtor (Taxa de variação mensal - Base 2015 - %),30-05-2024,Portugal,S3A202403,Mensal,D
Preços,Preços no consumidor,0009868,Índice de preços de produtos agrícolas no produtor (Base - 2015),28-03-2024,Portugal,S7A2023,Anual,D
Preços,Preços no consumidor,0009869,Índice de preços dos meios de produção na agricultura (Base - 2015),28-03-2024,Portugal,S7A2023,Anual,D
Preços,Preços no consumidor,0009870,Índice de preços dos meios de produção na agricultura (Base - 2015),30-05-2024,Portugal,S3A202403,Mensal,D
Preços,Preços no consumidor,0009871,Índice de preços dos meios de produção na agricultura (Taxa de variação homóloga - Base 2015 - %),30-05-2024,Portugal,S3A202403,Mensal,D
Preços,Preços no consumidor,0009872,Índice de preços dos meios de produção na agricultura (Taxa de variação mensal - Base 2015 - %),30-05-2024,Portugal,S3A202403,Mensal,D
Turismo,Oferta turística,0009873,Estabelecimentos de alojamento turístico (N.º),08-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009874,Quartos (N.º) em estabelecimentos de alojamento turístico,15-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009875,Capacidade de alojamento (N.º) nos estabelecimentos de alojamento turístico,15-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009876,Hóspedes (N.º) nos estabelecimentos de alojamento turístico,08-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009877,Dormidas (N.º) nos estabelecimentos de alojamento turístico,08-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009878,Proveitos totais (€) nos estabelecimentos de alojamento turístico,08-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009879,Proveitos de aposento (€) nos estabelecimentos de alojamento turístico,08-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009880,Estada média (N.º) nos estabelecimentos de alojamento turístico,08-07-2024,Município,S7A2023,Anual,D
Turismo,Oferta turística,0009881,Taxa líquida de ocupação cama (%) nos estabelecimentos de alojamento turístico,08-07-2024,Município,S7A2023,Anual,D
Condições de vida e cidadania,Pobreza e desigualdade económica,0009882,Taxa de risco de pobreza (Após transferências sociais - %) da população empregada com 18 e mais anos de idade,27-06-2024,NUTS II,S7A2022,Anual,D
Protecção social,Regime da segurança social,0009883,Beneficiárias/os da prestação social para a inclusão da segurança social (N.º),03-07-2024,Portugal,S7A2023,Anual,D
Contas nacionais e regionais,Contas nacionais trimestrais,0009884,Produto interno bruto (B.1*g) a preços correntes (Base 2016 - €),30-08-2024,Portugal,S5A20242,Trimestral,D
Contas nacionais e regionais,Contas nacionais trimestrais,0009885,Produto interno bruto (B.1*g) a preços correntes (Taxa de variação homóloga - Base 2016 - %),30-08-2024,Portugal,S5A20242,Trimestral,D
Contas nacionais e regionais,Contas nacionais trimestrais,0009886,Produto interno bruto dados encadeados em volume (B.1*g) (Base 2016 - €),30-08-2024,Portugal,S5A20242,Trimestral,D
Contas nacionais e regionais,Contas nacionais trimestrais,0009887,Produto interno bruto dados encadeados em volume (B.1*g) (Taxa de variação homóloga - Base 2016 - %),30-08-2024,Portugal,S5A20242,Trimestral,D
Contas nacionais e regionais,Contas nacionais anuais,0009888,Produto interno bruto real per capita (Taxa de variação anual - Base 2016 - %),24-06-2024,Portugal,S7A2023,Anual,D
Contas nacionais e regionais,Contas nacionais anuais,0009889,Produto interno bruto real por emprego equivalente a tempo completo (Taxa de variação anual - Base 2016 - %),24-06-2024,Portugal,S7A2023,Anual,D
Protecção social,Receitas e despesas da proteção social,0009890,Receitas da proteção social (% do PIBpm - Base 2016),28-06-2024,Portugal,S7A2022,Anual,D
Protecção social,Receitas e despesas da proteção social,0009891,Despesas da proteção social (% do PIBpm - Base 2016),28-06-2024,Portugal,S7A2022,Anual,D
Protecção social,Receitas e despesas da proteção social,0009893,Despesas da proteção social em pensões (% do PIBpm - Base 2016),28-06-2024,Portugal,S7A2022,Anual,D
Ambiente,Ar e clima,0009894,Temperatura máxima do ar (°C),16-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009895,Temperatura média do ar (°C),16-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009896,Temperatura mínima do ar (°C),16-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009897,Temperatura máxima do ar no mês mais quente (°C),20-12-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009898,Temperatura média do ar no mês mais quente (°C),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009899,Temperatura mínima do ar no mês mais quente (°C),20-12-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009900,Temperatura máxima do ar no mês mais frio (°C),20-12-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009901,Temperatura média do ar no mês mais frio (°C),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009902,Temperatura mínima do ar no mês mais frio (°C),20-12-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009903,Temperatura média do ar (°C),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009904,Desvio em relação à normal da temperatura média do ar (°C),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009905,Precipitação total (mm),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009906,Desvio em relação à normal da precipitação total (%),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009907,Dias Com Chuva (>= 1mm) (Dia),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009908,Desvio normal dos Dias Com Chuva (>= 1mm) (Dia),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009909,Dias secos (Número de Dia (s)),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009910,Noites tropicais (Número de Dia (s)),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009911,Precipitação total (mm),16-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009912,Precipitação máxima diária (mm),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009913,Radiação solar global acumulada (MJ/m²),24-09-2021,NUTS III,S7A2020,Anual,D
Ambiente,Ar e clima,0009914,Precipitação no mês com maior precipitação (mm),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009915,Precipitação no mês com menor precipitação (mm),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009916,Dias Chuvosos (>= 10mm) (Dia),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009917,Desvio normal dos Dias Chuvosos (>= 10mm) (Dia),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009918,Dias Extremamente Chuvosos (>= 30mm) (Dia),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009919,Desvio normal dos Dias Extremamente Chuvosos (>= 30mm) (Dia),22-09-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009920,Precipitação máxima acumulada em 5 dias consecutivos (mm),01-12-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009921,Duração máxima consecutiva com precipitação (Número de Dia (s)),01-12-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009922,Duração máxima consecutiva sem precipitação (Número de Dia (s)),01-12-2023,Estação meteorológica,S7A2022,Anual,D
Ambiente,Ar e clima,0009923,Amplitude térmica diária (°C),01-12-2023,Estação meteorológica,S7A2022,Anual,D
